id,to_Word_id,Position,Value,Gloss,Part_of_Speech
714,370,1,"boc’a",wolf.PL,n3pl
715,370,2,-a,-ERG,-nsuf
716,370,3,-n,-and,-suf
717,371,1,r-,IV-,pref-
718,371,2,"ac’",eat,v
719,371,3,-asi,-RES.PRT,-vsuf
720,372,1,r-,IV-,pref-
721,372,2,esu,find,v
722,372,3,-n,-PST.UNW,-vsuf
723,373,1,nediw,such,pron
724,373,2,-tow,-EMPH,-suf
725,374,1,"q’ʷariłi",sadness,n4
726,375,1,b-,III-,pref-
727,375,2,ay,come,v
728,375,3,"-zaƛ’",-CSL.CVB,-vsuf
729,376,1,dahaw,a.little,adv
730,376,2,-tow,-EMPH,-suf
731,377,1,yuyn,and(?),conj
732,378,1,"ʕiyad",cry,v
733,378,2,-n,-PST.UNW,-vsuf
734,379,1,b-,I.PL-,pref-
735,379,2,is,take,v
736,379,3,-n,-PFV.CVB,-vsuf
737,380,1,sis,one,num
738,381,1,bexora,lengthy,adj
739,382,1,hibo,stick,n3
740,382,2,-n,-TOP,-suf
741,383,1,"łox",thrice,adv
742,383,2,"-t’a",-DISTR,-suf
743,384,1,"ža",DEM1.SG,pron
744,385,1,b-,III-,pref-
745,385,2,"ok’",beat,v
746,385,3,-x,-IPFV.CVB,-vsuf
747,386,1,nasin,all,adj
748,387,1,"boc’a",wolf.PL,n3pl
749,387,2,-n,-and,-suf
750,388,1,zey,bear,n3
751,388,2,-bi,-PL,-nsuf
752,388,3,-n,-and,-suf
753,389,1,"maħor",outside,adv
754,390,1,r-,III.PL-,pref-
755,390,2,oxir,chase,v
756,390,3,-n,-PST.UNW,-vsuf
757,391,1,ixdax,in.spring,adv
758,392,1,isi,snow,n2
759,393,1,y-,II-,pref-
760,393,2,eci,thaw,v
761,393,3,-nosi,-ANT.CVB,-vsuf
762,394,1,nasin,all,adj
763,395,1,ciq,forest,n4
764,395,2,-s,-GEN1,-nsuf
765,396,1,posu,cattle,n4
766,397,1,"yiła",DEM2.IISG.OBL,pron
767,398,1,"maħor",outside,adv
768,399,1,r-,IV-,pref-
769,399,2,egir,let,v
770,399,3,-n,-PST.UNW,-vsuf
771,400,1,"boc’a",wolf.PL,n3pl
772,400,2,-a,-ERG,-nsuf
773,401,1,"ɣuro",cows,n4
774,401,2,-n,-TOP,-suf
775,402,1,r-,IV-,pref-
776,402,2,"ac’",eat,v
777,402,3,-asi,-RES.PRT,-vsuf
778,403,1,r-,IV-,pref-
779,403,2,oq,become,v
780,403,3,"-zaƛ’",-CSL.CVB,-vsuf
781,404,1,r-,IV-,pref-
782,404,2,odi,do,v
783,404,3,-a,-INF,-vsuf
784,405,1,"šebinon",something,pron
785,406,1,"koƛ’i",understand.to,v
786,406,2,"-č’ey",-NEG.PST.UNW,-vsuf
787,407,1,yedu,DEM2.IISG,pron
788,408,1,"ʕaƛ",village,n3
789,408,2,"-aɣor",-IN.VERS,-nsuf
790,409,1,y-,II-,pref-
791,409,2,"ik’i",go,v
792,409,3,-n,-PST.UNW,-vsuf
793,410,1,elo,there,adv
794,410,2,-r,-LAT,-nsuf
795,411,1,"yiła",DEM2.IISG.OBL,pron
796,411,2,-r,-LAT,-nsuf
797,412,1,"ɣudes",daily,adv
798,413,1,"bełi",wild.goat,n3
799,413,2,-z,-GEN2,-nsuf
800,414,1,"čan",she-goat,n3
801,414,2,-bi,-PL,-nsuf
802,414,3,-a,-ERG,-nsuf
803,415,1,"ɣˤay",milk,n2
804,416,1,y-,II-,pref-
805,416,2,ayr,bring,v
806,416,3,-x,-IPFV.CVB,-vsuf
807,417,1,r-,IV-,pref-
808,417,2,ay,come,v
809,417,3,-x,-IPFV.CVB,-vsuf
810,418,1,zow,be.NPRS,v
811,418,2,-n,-PST.UNW,-vsuf
812,419,1,sida,one.OBL,num
813,420,1,qu,day,n4
814,420,2,"-ł",-CONT.ESS,-nsuf
815,421,1,"ɣudod",at.midnight,adv
816,422,1,"maħor",outside,adv
817,422,2,-azay,-IN.ABL.DIST,-nsuf
818,422,3,-zo,-ATTR.OBL,-suf
819,423,1,"ɣuɣay",noise,n
820,423,2,-mo,-ERG,-nsuf
821,424,1,yedu,DEM2.IISG,pron
822,425,1,"moƛu",sleep,n2
823,425,2,-xay,-AD.ABL,-nsuf
824,426,1,"č’arik’",wake.up,v
825,426,2,-n,-PST.UNW,-vsuf
826,427,1,y-,II-,pref-
827,427,2,izi,get.up,v
828,427,3,-n,-PFV.CVB,-vsuf
829,428,1,"maħor",outside,adv
830,428,2,-n,-TOP,-suf
831,429,1,y-,II-,pref-
832,429,2,oq,become,v
833,429,3,-n,-PFV.CVB,-vsuf
834,430,1,y-,II-,pref-
835,430,2,ezu,look,v
836,430,3,-nosi,-ANT.CVB,-vsuf
837,431,1,"ɣuro",cows,n4
838,431,2,-s,-GEN1,-nsuf
839,432,1,reqen,herd,n3
840,432,2,-n,-TOP,-suf
841,433,1,b-,III-,pref-
842,433,2,ayr,bring,v
843,433,3,-n,-PFV.CVB,-vsuf
844,434,1,r-,III.PL-,pref-
845,434,2,ay,come,v
846,434,3,-asi,-RES.PRT,-vsuf
847,435,1,"eƛni",winter,n2
848,435,2,-q,-POSS.ESS,-nsuf
849,436,1,"yiła",DEM2.IISG.OBL,pron
850,436,2,-s,-GEN1,-nsuf
851,437,1,posu,cattle,n4
852,438,1,r-,IV-,pref-
853,438,2,"ac’",eat,v
854,438,3,-ru,-PST.PRT,-vsuf
855,438,4,-ni,-DEF,-suf
856,439,1,"boc’a",wolf.PL,n3pl
857,439,2,-n,-and,-suf
858,440,1,zey,bear,n3
859,440,2,-bi,-PL,-nsuf
860,440,3,-n,-and,-suf
861,441,1,r-,III.PL-,pref-
862,441,2,esu,find,v
863,441,3,-n,-PST.UNW,-vsuf
864,442,1,"ɣˤanabi",woman,n2
865,442,2,-der,-APUD.LAT,-nsuf
866,443,1,"ɣuro",cows,n4
867,443,2,-n,-TOP,-suf
868,444,1,r-,IV-,pref-
869,444,2,egir,send,v
870,444,3,-n,-PST.UNW,-vsuf
871,445,1,elu,we(I).OBL,pron
872,445,2,-q,-POSS.ESS,-nsuf
873,446,1,"ħalikataw",mean,adj
874,447,1,"šebin",thing,n4
875,448,1,mi,you,pron
876,448,2,-r,-LAT,-nsuf
877,449,1,r-,IV-,pref-
878,449,2,oq,happen,v
879,449,3,-s,-PST.WIT,-vsuf
880,449,4,"-ƛin",-QUOT,-suf
881,450,1,"ƛ’iräy",from.above,adv
882,451,1,"ža",DEM1.SG,pron
883,451,2,-n,-TOP,-suf
884,452,1,y-,II-,pref-
885,452,2,"oɣ",take.away,v
886,452,3,-n,-PST.UNW,-vsuf
887,453,1,"neła",DEM1.IISG.OBL,pron
888,453,2,-r,-LAT,-nsuf
889,454,1,"q’omex",farewell,n3
890,454,2,-n,-TOP,-suf
891,455,1,b-,III-,pref-
892,455,2,odi,do,v
893,455,3,-n,-PST.UNW,-vsuf
894,456,1,r-,IV-,pref-
895,456,2,oq,begin,v
896,456,3,-n,-PST.UNW,-vsuf
897,457,1,"žedu",DEM1.IIPL.OBL,pron
898,457,2,-a,-ERG,-nsuf
899,458,1,"žeda",DEM1.IIPL.OBL,pron
900,458,2,-az,-IN.ESS.DIST,-nsuf
901,459,1,"q’aymobi",settlement,n3pl
902,459,2,"-ƛ’ar",-SUPER.VERS,-nsuf
903,460,1,ciq,forest,n4
904,460,2,"-aɣor",-IN.VERS,-nsuf
905,461,1,r-,IV-,pref-
906,461,2,"ik’i",go,v
907,461,3,-n,-PST.UNW,-vsuf
908,462,1,"neła",DEM1.IISG.OBL,pron
909,462,2,"-ƛ’ay",-SUPER.ABL,-nsuf
910,463,1,soder,after,post
911,464,1,"yiła",DEM2.IISG.OBL,pron
912,464,2,-de,-APUD.ESS,-nsuf
913,465,1,idu,home,adv
914,466,1,y-,II-,pref-
915,466,2,ig,much,adv
916,467,1,"ʕaƛ",village,n3
917,467,2,-z,-GEN2,-nsuf
918,468,1,"xalq’i",people,n3
919,468,2,-r,-LAT,-nsuf
920,469,1,"teƛ",give,v
921,469,2,-ani,-MSD,-deriv
922,469,3,-r,-LAT,-nsuf
923,469,4,-ace,-TERM,-nsuf
924,469,5,-n,-TOP,-suf
925,469,6,-nan,-INT,-suf
926,470,1,y-,II-,pref-
927,470,2,"aq’ˤu",many,adv
928,471,1,"ɣˤay",milk,n2
929,472,1,y-,II-,pref-
930,472,2,"iči",be,v
931,472,3,-x,-IPFV.CVB,-vsuf
932,473,1,zow,be.NPRS,v
933,473,2,-n,-PST.UNW,-vsuf
934,474,1,"t’ok’ow",anymore,adv
935,475,1,yedu,DEM2.IISG,pron
936,476,1,qun,farmstead,n4
937,476,2,-xar,-AD.VERS,-nsuf
938,477,1,y-,II-,pref-
939,477,2,"ik’i",go,v
940,477,3,"-č’ey",-NEG.PST.UNW,-vsuf
941,477,4,-tow,-EMPH,-suf
942,478,1,paraxat,calm,adv
943,479,1,y-,II-,pref-
944,479,2,oq,become,v
945,479,3,-n,-PFV.CVB,-vsuf
946,480,1,"ʕaƛ",village,n3
947,480,2,-x,-AD.ESS,-nsuf
948,481,1,y-,II-,pref-
949,481,2,"iči",be,v
950,481,3,-n,-PST.UNW,-vsuf
951,482,1,sis,one,num
952,483,1,zow,be.NPRS,v
953,483,2,-n,-PST.UNW,-vsuf
954,484,1,xan,khan,n1
955,485,1,nesi,DEM1.ISG.OBL,pron
956,485,2,-s,-GEN1,-nsuf
957,486,1,zow,be.NPRS,v
958,486,2,-n,-PST.UNW,-vsuf
959,487,1,"łˤono",three,num
960,488,1,"uži",son,n1
961,489,1,b-,III-,pref-
962,489,2,"oƛƛo",middle,adv
963,490,1,sis,one,num
964,491,1,zaman,time,n3
965,492,1,b-,III-,pref-
966,492,2,"ik’i",go,v
967,492,3,-nosi,-ANT.CVB,-vsuf
968,493,1,xan,khan,n1
969,494,1,r-,IV-,pref-
970,494,2,"oƛ",be.sick,v
971,494,3,-a,-INF,-vsuf
972,495,1,utir,turn,v
973,495,2,-n,-PST.UNW,-vsuf
974,496,1,nesi,DEM1.ISG.OBL,pron
975,496,2,-a,-ERG,-nsuf
976,497,1,"uži",son,n1
977,497,2,-bi,-PL,-nsuf
978,497,3,-r,-LAT,-nsuf
979,498,1,wasiyat,legacy,n3
980,499,1,b-,III-,pref-
981,499,2,odi,do,v
982,499,3,-n,-PST.UNW,-vsuf
983,500,1,di,me,pron
984,500,2,-s,-GEN1,-nsuf
985,501,1,xexbi,children,n1pl
986,502,1,di,me,pron
987,503,1,exu,die,v
988,503,2,-n,-PFV.CVB,-vsuf
989,504,1,xizyo,after,adv
990,505,1,"t’ubazi",fulfill,comp
991,506,1,odi,do,v
992,506,2,-n,-PST.UNW,-vsuf
993,507,1,"łiy",end,v
994,507,2,-nosi,-ANT.CVB,-vsuf
995,508,1,"meži",you.PL,pron
996,509,1,"łˤono",three,num
997,509,2,-n,-TOP,-suf
998,510,1,esyu,brother,n1
999,510,2,-bi,-PL,-nsuf
1000,511,1,bitasi,next,adj
1001,511,2,-ni,-DEF,-suf
1002,512,1,"ɣˤutku",room,n4
1003,512,2,-ar,-IN.LAT,-nsuf
1004,513,1,b-,I.PL-,pref-
1005,513,2,ezu,look,v
1006,513,3,-u,-IMPR,-vsuf
1007,514,1,elo,there,adv
1008,515,1,"mežu",you(I).PL.OBL,pron
1009,515,2,-r,-LAT,-nsuf
1010,516,1,"ʕuraw",much,adv
1011,517,1,mesed,gold,n3
1012,518,1,"yoł",be,v
1013,518,2,"-ƛin",-QUOT,-suf
1014,519,1,"nełƛ’osi",of.that.time,adj
1015,520,1,"kʷaxa",quickly,adv
1016,520,2,-tow,-EMPH,-suf
1017,521,1,xan,khan,n1
1018,522,1,exu,die,v
1019,522,2,-n,-PST.UNW,-vsuf
1020,523,1,"šuši-t’uħi",bury,v
1021,523,2,-n,-PFV.CVB,-vsuf
1022,524,1,"t’ubazi",fulfill,comp
1023,525,1,odi,do,v
1024,525,2,-n,-PFV.CVB,-vsuf
1025,526,1,"łiy",end,v
1026,526,2,-nosi,-ANT.CVB,-vsuf
1027,527,1,nesi,DEM1.ISG.OBL,pron
1028,527,2,-s,-GEN1,-nsuf
1029,528,1,"uži",son,n1
1030,528,2,-bi,-PL,-nsuf
1031,529,1,b-,I.PL-,pref-
1032,529,2,"ik’i",go,v
1033,529,3,-n,-PFV.CVB,-vsuf
1034,530,1,babiw,father,n1
1035,530,2,-a,-ERG,-nsuf
1036,531,1,b-,I.PL-,pref-
1037,531,2,odi,do,v
1038,531,3,-ru,-PST.PRT,-vsuf
1039,532,1,wasiyat,legacy,n3
1040,532,2,"-ƛ’",-SUPER.ESS,-nsuf
1041,533,1,"req’un",in.accordance.with,adv
1042,534,1,babiw,father,n1
1043,534,2,-s,-GEN1,-nsuf
1044,535,1,irsi,heir,n3
1045,536,1,"žedu",DEM1.IPL.OBL,pron
1046,536,2,-a,-ERG,-nsuf
1047,537,1,"žedu",DEM1.IPL.OBL,pron
1048,537,2,"-ƛ",-SUB.ESS,-nsuf
1049,538,1,"biƛ’zi",share,comp
1050,539,1,b-,I.PL-,pref-
1051,539,2,odi,do,v
1052,539,3,-a,-INF,-vsuf
1053,540,1,bitasi,next,adj
1054,540,2,-ni,-DEF,-suf
1055,541,1,"ɣˤutku",room,n4
1056,541,2,-ar,-IN.LAT,-nsuf
1057,541,3,-n,-TOP,-suf
1058,542,1,b-,I.PL-,pref-
1059,542,2,"ik’i",go,v
1060,542,3,-n,-PFV.CVB,-vsuf
1061,543,1,b-,I.PL-,pref-
1062,543,2,ezu,look,v
1063,543,3,-nosi,-ANT.CVB,-vsuf
1064,544,1,elo,there,adv
1065,545,1,yizi,DEM2.IPL.OBL,pron
1066,545,2,-r,-LAT,-nsuf
1067,546,1,mesed,gold,n3
1068,546,2,-s,-GEN1,-nsuf
1069,547,1,"q’ˤano",two,num
1070,548,1,"saħ",sah,n4
1071,549,1,b-,III-,pref-
1072,549,2,esu,find,v
1073,549,3,-n,-PST.UNW,-vsuf
1074,550,1,"eže",old,adj
1075,550,2,-ni,-DEF,-suf
1076,551,1,esyu,brother,n1
1077,551,2,-a,-ERG,-nsuf
1078,552,1,b-,I.PL-,pref-
1079,552,2,"eɣe",young,adj
1080,552,3,"-t’a",-DISTR,-suf
1081,552,4,-ni,-DEF,-suf
1082,553,1,esyu,brother,n1
1083,553,2,-bi,-PL,-nsuf
1084,553,3,-qor,-POSS.LAT,-nsuf
1085,554,1,"eƛi",say,v
1086,554,2,-n,-PST.UNW,-vsuf
1087,555,1,di,me,pron
1088,555,2,-s,-GEN1,-nsuf
1089,556,1,esyu,brother,n1
1090,556,2,-bi,-PL,-nsuf
1091,557,1,babiw,father,n1
1092,557,2,-a,-ERG,-nsuf
1093,558,1,b-,III-,pref-
1094,558,2,adiru,fulfilled,adj
1095,559,1,wasiyat,legacy,n3
1096,559,2,"-ƛ’",-SUPER.ESS,-nsuf
1097,560,1,"req’un",in.accordance.with,adv
1098,561,1,"t’o",here,adv
1099,562,1,mesed,gold,n3
1100,562,2,-s,-GEN1,-nsuf
1101,563,1,"łˤono",three,num
1102,564,1,"saħ",sah,n4
1103,565,1,b-,I.PL-,pref-
1104,565,2,"iči",be,v
1105,565,3,-a,-INF,-vsuf
1106,566,1,b-,III-,pref-
1107,566,2,ay,must,v
1108,567,1,amma,but,conj
1109,568,1,"t’o",here,adv
1110,569,1,"q’ˤano",two,num
1111,570,1,taraw,except.for,post
1112,571,1,"saħ",sah,n4
1113,572,1,anu,be.NEG,v
1114,573,1,sideni,other,adj
1115,574,1,"saħ",sah,n4
1116,575,1,"ługon",someone,pron
1117,576,1,b-,III-,pref-
1118,576,2,oq,happen,v
1119,576,3,"-łin",-CNC.CVB,-vsuf
1120,577,1,elu,we(I).OBL,pron
1121,577,2,"-łay",-CONT.ABL,-nsuf
1122,578,1,sida,one.OBL,num
1123,578,2,-a,-IN.ESS,-nsuf
1124,579,1,b-,I.PL-,pref-
1125,579,2,is,take,v
1126,579,3,-asi,-RES.PRT,-vsuf
1127,580,1,b-,I.PL-,pref-
1128,580,2,"iči",be,v
1129,580,3,-a,-INF,-vsuf
1130,581,1,b-,III-,pref-
1131,581,2,ay,must,v
1132,581,3,-x,-PRS,-vsuf
1133,581,4,"-ƛin",-QUOT,-suf
1134,582,1,"oƛƛo",middle,adv
1135,582,2,-zo,-ATTR.OBL,-suf
1136,582,3,-ni,-DEF,-suf
1137,583,1,esyu,brother,n1
1138,583,2,-a,-ERG,-nsuf
1139,584,1,di,me,pron
1140,585,1,b-,III-,pref-
1141,585,2,is,take,v
1142,585,3,-asi,-RES.PRT,-vsuf
1143,586,1,anu,be.NEG,v
1144,587,1,ele,here,adv
1145,587,2,-ay,-IN.ABL,-nsuf
1146,588,1,mesed,gold,n3
1147,588,2,"-ƛin",-QUOT,-suf
1148,589,1,inkar,rejection,n3
1149,590,1,b-,III-,pref-
1150,590,2,odi,do,v
1151,590,3,-n,-PST.UNW,-vsuf
1152,591,1,hemedur,so,adv
1153,591,2,-tow,-EMPH,-suf
1154,592,1,"eɣe",young,adj
1155,592,2,-ni,-DEF,-suf
1156,592,3,-a,-ERG,-nsuf
1157,592,4,-n,-TOP,-suf
1158,593,1,xizyogon,then,adv
1159,594,1,"eže",old,adj
1160,594,2,-ni,-DEF,-suf
1161,595,1,esyu,brother,n1
1162,595,2,-a,-ERG,-nsuf
1163,595,3,-n,-TOP,-suf
1164,596,1,"ot’",rejection,n3
1165,597,1,b-,III-,pref-
1166,597,2,is,take,v
1167,597,3,-n,-PST.UNW,-vsuf
1168,598,1,nedur,so,adv
1169,599,1,r-,IV-,pref-
1170,599,2,esu,turn.up,v
1171,599,3,"-näy",-CNDCVB,-vsuf
1172,599,4,"-ƛin",-QUOT,-suf
1173,600,1,-,-,-
1174,601,1,"eƛi",say,v
1175,601,2,-n,-PSTUNW,-vsuf
1176,602,1,"eže",old,adj
1177,602,2,-ni,-DEF,-suf
1178,603,1,esyu,brother,n1
1179,603,2,-a,-ERG,-nsuf
1180,604,1,-,-,-
1181,605,1,eli,we,pron
1182,606,1,"łˤono",three,num
1183,606,2,-n,-and,-nsuf
1184,607,1,xan,khan,n1
1185,607,2,-der,-APUD.LAT,-nsuf
1186,608,1,b-,I.PL-,pref-
1187,608,2,"ik’i",go,v
1188,608,3,-a,-INF,-vsuf
1189,609,1,b-,I.PL-,pref-
1190,609,2,ay,must,v
1191,610,1,-,-,-
1192,611,1,ele,there,adv
1193,612,1,howlo,there,adv
1194,613,1,r-,IV-,pref-
1195,613,2,"äy",know.FUTIND,v
1196,614,1,"łu",who.ERG,pron
1197,615,1,mesed,gold,n3
1198,616,1,b-,III-,pref-
1199,616,2,is,take,v
1200,616,3,"-rułi",-MSD,-deriv
1201,616,4,"-ƛin",-QUOT,-suf
1202,617,1,"neła",DEM1.IISG.OBL,pron
1203,617,2,-a,-ERG,-nsuf
1204,618,1,qu,day,n4
1205,618,2,"-ł",-CONT.ESS,-nsuf
1206,619,1,sasaq,in.the.morning,adv
1207,619,2,-tow,-EMPH,-suf
1208,620,1,"łˤono",three,num
1209,620,2,-n,-and,-suf
1210,621,1,esyu,brother,n1
1211,621,2,-bi,-PL,-nsuf
1212,622,1,"q’ˤač’azi",dress.up,comp
1213,622,2,-n,-and,-suf
1214,623,1,b-,III-,pref-
1215,623,2,oq,become,v
1216,623,3,-n,-PFV.CVB,-vsuf
1217,624,1,xan,khan,n1
1218,624,2,-der,-APUD.LAT,-nsuf
1219,625,1,b-,III-,pref-
1220,625,2,"ik’i",go,v
1221,625,3,-n,-PST.UNW,-vsuf
1222,626,1,huni,way,n4
1223,626,2,-x,-AD.ESS,-nsuf
1224,627,1,b-,I.PL-,pref-
1225,627,2,"ik’i",go,v
1226,627,3,"-ƛ’oräy",-SIM.CVB,-vsuf
1227,628,1,"žedu",DEM1.IPL.OBL,pron
1228,628,2,-r,-LAT,-nsuf
1229,629,1,"ħumukuli",camel,n3
1230,629,2,-s,-GEN1,-nsuf
1231,630,1,"ruɣu",prints,n4
1232,631,1,r-,IV-,pref-
1233,631,2,esu,find,v
1234,631,3,-n,-PST.UNW,-vsuf
1235,632,1,"eže",old,adj
1236,632,2,-ni,-DEF,-suf
1237,633,1,esyu,brother,n1
1238,633,2,-a,-ERG,-nsuf
1239,634,1,b-,I.PL-,pref-
1240,634,2,"eɣe",young,adj
1241,634,3,"-t’a",-DISTR,-suf
1242,634,4,-ni,-DEF,-suf
1243,635,1,esyu,brother,n1
1244,635,2,-bi,-PL,-nsuf
1245,635,3,-qor,-POSS.LAT,-nsuf
1246,636,1,"eƛi",say,v
1247,636,2,-n,-PST.UNW,-vsuf
1248,637,1,"howt’a",there,pron
1249,637,2,-aza,-IN.VERS.DIST,-nsuf
1250,638,1,bitor,thither,adv
1251,639,1,didiw,which,pron
1252,640,1,"ħumukuli",camel,n3
1253,641,1,b-,III-,pref-
1254,641,2,"ik’i",go,v
1255,641,3,-ru,-PST.PRT,-vsuf
1256,642,1,di,me,pron
1257,643,1,b-,III-,pref-
1258,643,2,iyr,recognize,v
1259,643,3,-an,-FUT.DEF,-vsuf
1260,644,1,"mežu",you(I).PL.OBL,pron
1261,644,2,-r,-LAT,-nsuf
1262,645,1,r-,IV-,pref-
1263,645,2,eti,want,v
1264,645,3,"-näy",-CND.CVB,-vsuf
1265,646,1,"kut’yoƛ’asi",right,adj
1266,647,1,"neła",DEM1.IISG.OBL,pron
1267,647,2,-s,-GEN1,-nsuf
1268,648,1,"k’onč’u",foot,n2
1269,649,1,"šiqˤono",lame,adj
1270,650,1,"yoł",be,v
1271,650,2,"-ƛin",-QUOT,-suf
1272,651,1,"ža",DEM1.SG,pron
1273,652,1,nediw,such,pron
1274,653,1,"yoł",be,v
1275,653,2,-ru,-PST.PRT,-vsuf
1276,654,1,mi,you,pron
1277,655,1,b-,III-,pref-
1278,655,2,iyr,explain,v
1279,655,3,"-zaƛ’",-CSL.CVB,-vsuf
1280,655,4,"-ƛin",-QUOT,-suf
1281,656,1,-,-,-
1282,657,1,"eƛi",say,v
1283,657,2,-n,-PST.UNW,-vsuf
1284,658,1,"oƛƛo",middle,adv
1285,658,2,-zo,-ATTR.OBL,-suf
1286,658,3,-ni,-DEF,-suf
1287,659,1,esyu,brother,n1
1288,659,2,"-a   -","-ERG -",-nsuf-
1289,660,1,ozuri,eye,n4
1290,660,2,-bi,-PL,-nsuf
1291,661,1,didiw,which,pron
1292,662,1,"yoł",be,v
1293,662,2,-ru,-PST.PRT,-vsuf
1294,662,3,-gon,-CNTR,-suf
1295,663,1,di,me,pron
1296,663,2,-n,-TOP,-suf
1297,664,1,r-,IV-,pref-
1298,664,2,iyr,explain,v
1299,664,3,-an,-FUT.DEF,-vsuf
1300,665,1,"neła",DEM1.IISG.OBL,pron
1301,665,2,-s,-GEN1,-nsuf
1302,666,1,"keč’oƛ’asi",left,adj
1303,667,1,ozuri,eye,n4
1304,668,1,becono,blind,adj
1305,669,1,"yoł",be,v
1306,669,2,"-ƛin",-QUOT,-suf
1307,670,1,"eɣe",young,adj
1308,670,2,-ni,-DEF,-suf
1309,670,3,-gon,-CNTR,-suf
1310,671,1,esyu,brother,n1
1311,671,2,-a,-ERG,-nsuf
1312,672,1,"eƛi",say,v
1313,672,2,-n,-PST.UNW,-vsuf
1314,673,1,"neła",DEM1.IISG.OBL,pron
1315,673,2,-z,-GEN2,-nsuf
1316,674,1,gugu,back,n2
1317,674,2,"-ƛ’",-SUPER.ESS,-nsuf
1318,675,1,zow,be.NPRS,v
1319,675,2,-ru,-PST.PRT,-vsuf
1320,675,3,-ni,-DEF,-suf
1321,675,4,-gon,-CNTR,-suf
1322,676,1,"šebin",thing,n4
1323,677,1,di,me,pron
1324,677,2,-n,-TOP,-suf
1325,678,1,r-,IV-,pref-
1326,678,2,iyr,explain,v
1327,678,3,-an,-FUT.DEF,-vsuf
1328,678,4,"-ƛin",-QUOT,-suf
1329,679,1,"kut’yo",right.side,n
1330,679,2,"-ƛ’aza",-SUPER.VERS.DIST,-nsuf
1331,680,1,pu,side,n3
1332,680,2,"-ƛ’aza",-SUPER.VERS.DIST,-nsuf
1333,681,1,"neła",DEM1.IISG.OBL,pron
1334,681,2,"-ƛ’",-SUPER.ESS,-nsuf
1335,682,1,nuci,honey,n4
1336,682,2,-s,-GEN1,-nsuf
1337,683,1,sik,waterskin,n4
1338,684,1,zow,be.NPRS,v
1339,684,2,-n,-PST.UNW,-vsuf
1340,685,1,"howža",DEM4.SG,pron
1341,686,1,xabar,story,n3
1342,686,2,-n,-TOP,-suf
1343,687,1,b-,III-,pref-
1344,687,2,odi,do,v
1345,687,3,-n,-PFV.CVB,-vsuf
1346,688,1,b-,III-,pref-
1347,688,2,"oƛƛo",middle,adv
1348,689,1,b-,III-,pref-
1349,689,2,"aq’ˤu",much,adv
1350,690,1,zaman,time,n3
1351,691,1,b-,III-,pref-
1352,691,2,"ik’i",go,v
1353,691,3,"-zaƛ’or",-POST.CVB,-vsuf
1354,691,4,-tow,-EMPH,-suf
1355,692,1,yizi,DEM2.IPL.OBL,pron
1356,692,2,-r,-LAT,-nsuf
1357,693,1,"taqˤo",over.there,adv
1358,694,1,"iłe",as,conj
1359,695,1,dandir,towards,adv
1360,696,1,nex,come,v
1361,696,2,-x,-IPFV.CVB,-vsuf
1362,697,1,"žek’u",man,n1
1363,698,1,ukad,see,v
1364,698,2,-n,-PST.UNW,-vsuf
1365,699,1,"žedu",DEM1.IPL.OBL,pron
1366,699,2,-de,-APUD.ESS,-nsuf
1367,700,1,igo,near,adv
1368,700,2,-r,-LAT,-nsuf
1369,701,1,ay,come,v
1370,701,2,-nosi,-ANT.CVB,-vsuf
1371,702,1,salam,greeting,n3
1372,702,2,-n,-and,-suf
1373,703,1,"teƛ",give,v
1374,703,2,-n,-PFV.CVB,-vsuf
1375,704,1,nesi,DEM1.ISG.OBL,pron
1376,704,2,-a,-ERG,-nsuf
1377,705,1,"žedu",DEM1.IPL.OBL,pron
1378,705,2,-q,-POSS.ESS,-nsuf
1379,706,1,esir,ask,v
1380,706,2,-n,-PST.UNW,-vsuf
1381,707,1,"howt’o",here,adv
1382,708,1,huni,way,n4
1383,708,2,-aza,-IN.VERS.DIST,-nsuf
1384,709,1,b-,III-,pref-
1385,709,2,"ik’i",go,v
1386,709,3,-x,-IPFV.CVB,-vsuf
1387,709,4,-nan,-INT,-suf
1388,710,1,"mežu",you(I).PL.OBL,pron
1389,710,2,"-ł",-CONT.ESS,-nsuf
1390,711,1,"ħumukuli",camel,n3
1391,712,1,"c’ox",meet,v
1392,712,2,-ya,-PST.WIT.Q,-vsuf
1393,712,3,"-ƛin",-QUOT,-suf
1394,713,1,"eže",old,adj
1395,713,2,-ni,-DEF,-suf
1396,714,1,esyu,brother,n1
1397,714,2,-a,-ERG,-nsuf
1398,715,1,nesi,DEM1.ISG.OBL,pron
1399,715,2,-qor,-POSS.LAT,-nsuf
1400,716,1,"eƛi",say,v
1401,716,2,-n,-PST.UNW,-vsuf
1402,717,1,"ħumukuli",camel,n3
1403,717,2,"-ƛa",-INDEF,-nsuf
1404,718,1,b-,III-,pref-
1405,718,2,ukad,see,v
1406,718,3,"-č’u",-NEG.PST.WIT,-vsuf
1407,719,1,elu,we(I).OBL,pron
1408,719,2,-r,-LAT,-nsuf
1409,720,1,amma,but,conj
1410,721,1,"neła",DEM1.IISG.OBL,pron
1411,721,2,-s,-GEN1,-nsuf
1412,722,1,sipat,appearance,n
1413,723,1,mi,you,pron
1414,723,2,-q,-POSS.ESS,-nsuf
1415,724,1,esi,tell,v
1416,724,2,-an,-FUT.DEF,-vsuf
1417,725,1,elu,we(I).OBL,pron
1418,725,2,-a,-ERG,-nsuf
